           1   1.0000000474974513E-003   0.0000000000000000        3547.5999254048593        0.0000000000000000     
           2   2.7581792950797365E-005   2.7581792950797365E-005   3545.5857229127919        2.0142024920673975     
           3   2.3271357153097574E-004   2.6029536448177312E-004   3528.7279990299348        16.857723882857044     
           4   2.3471030164034639E-004   4.9500566612211945E-004   3512.8622379032690        15.865761126665802     
           5   2.5221607499846332E-004   7.4722174112058283E-004   3496.9224106083993        15.939827294869701     
           6   2.7007524889708658E-004   1.0172969900176694E-003   3480.9784777214863        15.943932886912989     
           7   2.8949414206039074E-004   1.3067911320780601E-003   3465.0259219734594        15.952555748026953     
           8   3.1053594585983167E-004   1.6173270779378918E-003   3449.0651750953803        15.960746878079135     
           9   3.3336056316859823E-004   1.9506876411064899E-003   3433.0963405667976        15.968834528582647     
          10   3.5813825717008181E-004   2.3088258982765716E-003   3417.1195480790971        15.976792487700550     
          11   3.8505786153288064E-004   2.6938837598094521E-003   3401.1349296118497        15.984618467247401     
          12   4.1432843534021884E-004   3.1082121951496711E-003   3385.1426212181577        15.992308393691928     
          13   4.4618168091947481E-004   3.5543938760691459E-003   3369.1427630586327        15.999858159525047     
          14   4.8087463057353881E-004   4.0352685066426851E-003   3353.1354995722540        16.007263486378633     
          15   5.1869268369637920E-004   4.5539611903390644E-003   3337.1209796552598        16.014519916994232     
          16   5.5995304006217143E-004   5.1139142304012361E-003   3321.0993568597391        16.021622795520670     
          17   6.0500858560011569E-004   5.7189228160013520E-003   3305.0707896141944        16.028567245544764     
          18   6.5425229532989218E-004   6.3731751113312446E-003   3289.0354414694516        16.035348144742784     
          19   7.0812222818292226E-004   7.0812973395141671E-003   3272.9934813739551        16.041960095496506     
          20   7.6710720015894069E-004   7.8484045396731081E-003   3256.9450839829988        16.048397390956325     
          21   8.3175323599931033E-004   8.6801577756724178E-003   3240.8904300074250        16.054653975573729     
          22   9.0267091567523632E-004   9.5828286913476543E-003   3224.8297066081232        16.060723399301878     
          23   9.8054375094531587E-004   1.0563372442292971E-002   3208.7631078438849        16.066598764238279     
          24   1.0661377495879772E-003   1.1629510191880948E-002   3192.6908351814654        16.072272662419437     
          25   1.1603123513328187E-003   1.2789822543213767E-002   3176.6130980783132        16.077737103152231     
          26   1.2640329508259542E-003   1.4053855494039721E-002   3160.5301146503284        16.082983427984800     
          27   1.3783852601792696E-003   1.5432240754218991E-002   3144.4421124392356        16.088002211092771     
          28   1.5045918080203930E-003   1.6936832562239382E-002   3128.3493292969438        16.092783142291864     
          29   1.6440309250256155E-003   1.8580863487264999E-002   3112.2520144074060        16.097314889537756     
          30   1.7982586296065254E-003   2.0379122116871526E-002   3096.1504294704614        16.101584936944619     
          31   1.9690339041458153E-003   2.2348156021017342E-002   3080.0448500768066        16.105579393654807     
          32   2.1583479449703040E-003   2.4506503965987646E-002   3063.9355673088248        16.109282767981767     
          33   2.3684580819537614E-003   2.6874962047941407E-002   3047.8228896089158        16.112677699909000     
          34   2.6019272011523873E-003   2.9476889249093793E-002   3031.7071449651394        16.115744643776452     
          35   2.8616696724624298E-003   3.2338558921556224E-002   3015.5886834740832        16.118461491056223     
          36   3.1510049920495053E-003   3.5489563913605728E-002   2999.4678803530519        16.120803121031258     
          37   3.4737206067449616E-003   3.8963284520350687E-002   2983.3451394886788        16.122740864373100     
          38   3.8341457084976774E-003   4.2797430228848361E-002   2967.2208976273341        16.124241861344672     
          39   4.2372381894444679E-003   4.7034668418292833E-002   2951.0956293353915        16.125268291942575     
          40   4.6886874563185606E-003   5.1723355874611396E-002   2934.9698528852832        16.125776450108333     
          41   5.1950364490134689E-003   5.6918392323624861E-002   2918.8441372580360        16.125715627247246     
          42   5.7638270357395086E-003   6.2682219359364369E-002   2902.7191104963149        16.125026761721074     
          43   6.4037740257004930E-003   6.9085993385064867E-002   2886.5954696963613        16.123640799953591     
          44   7.1249744311752232E-003   7.6210967816240094E-002   2870.4739929959292        16.121476700432140     
          45   7.9391604375442723E-003   8.4150128253784373E-002   2854.3555540024718        16.118438993457403     
          46   8.8600069608758009E-003   9.3010135214660172E-002   2838.2411392174295        16.114414785042300     
          47   9.9035079130221255E-003  0.10291364312768229        2822.1318691562051        16.109270061224379     
          48   1.1088439675841822E-002  0.11400208280352411        2806.0290240501940        16.102845106011046     
          49   1.2436936275980342E-002  0.12643901907950444        2789.9340752620169        16.094948788177135     
          50   1.3975209034824021E-002  0.14041422811432847        2773.8487238691100        16.085351392906887     
          51   1.5734455064210021E-002  0.15614868317853847        2757.7749483041216        16.073775564988409     
          52   1.7752015425922925E-002  0.17390069860446139        2741.7150635266144        16.059884777507250     
          53   2.0072867430960668E-002  0.19397356603542207        2725.6717950030306        16.043268523583720     
          54   2.2751570101172621E-002  0.21672513613659469        2709.6483718854133        16.023423117617313     
          55   2.5854833092097618E-002  0.24257996922869232        2693.6486453470343        15.999726538379036     
          56   2.9464956843984751E-002  0.27204492607267705        2677.6772402747361        15.971405072298239     
          57   3.3684511055171472E-002  0.30572943712784850        2661.7397517788304        15.937488495905654     
          58   3.8642806327899439E-002  0.34437224345574796        2645.8430028140228        15.896748964807557     
          59   4.4505016286744289E-002  0.38887725974249227        2629.9953865147804        15.847616299242418     
          60   5.1485307570432993E-002  0.44036256731292528        2614.2073281574440        15.788058357336467     
          61   5.9866186528212836E-002  0.50022875384113807        2598.4919195991583        15.715408558285617     
          62   7.0027769525108016E-002  0.57025652336624610        2582.8658083011410        15.626111298017349     
          63   8.2493419926319214E-002  0.65274994329256530        2567.3504722857642        15.515336015376761     
          64   9.8003410844325220E-002  0.75075335413689048        2551.9740982621183        15.376374023645894     
          65  0.11763872118828368       0.86839207532517415        2536.7744362040407        15.199662058077593     
          66  0.14303925399311687        1.0114313293182911        2521.8033009781998        14.971135225840953     
          67  0.17681122661670512        1.1882425559349961        2507.1339905877253        14.669310390474493     
          68  0.22334331932126933        1.4115858752562653        2492.8741804930814        14.259810094643854     
